,Instrument,Date,Price Close,Country of Exchange,Earnings Quality Region,GICS Sub-Industry Name,Company Market Capitalization,Net Income after Minority Interest,Property Plant & Equipment - Net - Total,Revenue from Business Activities - Total,Cash & Short Term Investments,Loans & Receivables - Total,Intangible Assets,Total Assets,Dividends Paid - Cash - Total - Cash Flow,Common Stock Buyback - Net,Shareholders Equity - Common,Capital Expenditures - Total,Debt - Long-Term - Total,Short-Term Debt & Notes Payable
1773,0322.HK,2018-06-29,1.70849123613979,,,,9596753114.74944,269362751.785735,4305792693.23579,8729676953.68192,1571796105.31331,679036318.645005,,8314888031.60014,88624590.2496273,,2829884727.11065,183518151.774028,1015777477.21439,
1774,0322.HK,2019-06-28,1.25434693175127,,,,7053677542.60323,372990773.538047,3625573412.8427,9188889986.81266,2008284924.73275,340999345.502145,,7708918478.6561,140571790.858567,,2858479528.76155,214504282.407121,635986182.823067,
1775,0322.HK,2020-06-30,1.19529612850784,,,,6722329381.21276,482443102.722796,3883925852.50941,8976615251.35198,2499002700.45103,371106897.641415,,8325385245.19521,359917497.852041,,2812286190.35307,259003178.871711,748078083.254331,
1776,0322.HK,2021-06-30,1.58416032830592,,,,8914270193.30025,589190607.68769,3944678467.43295,9807290491.57475,3278669885.05747,409421455.938697,,9430099310.34483,483125469.617833,,3235666513.40996,311587682.089557,1229230804.5977,
1777,0322.HK,2022-06-30,1.45228376105631,,,,8180198046.3872,589512993.927382,3967470442.84567,11485254566.3392,2607561593.80362,395138773.004203,,9494375560.83815,1017372155.36297,,2937607405.42498,464738741.801367,1030507706.11294,
1778,0322.HK,2023-06-30,1.40710916819806,,,,7928154173.23769,391984330.985415,3608004842.5448,11722012898.0143,2034727425.62199,361247607.724874,,8474352780.8386,960855643.238884,,1938689033.23088,482319457.928705,1241274575.18993,
1779,0322.HK,2024-06-28,1.12579726767418,,,,6343142947.56416,440587462.659438,3523491645.29854,11365401400.7573,1605649074.36107,340994674.406154,,7488187043.87275,372030206.526493,,1957593057.00358,515056225.748883,764690185.691341,
1780,0322.HK,2025-06-30,1.40754210298352,,,,7933099224.85626,519067690.751808,3421204225.06268,11210089597.9018,1327310701.02613,280234817.03725,,7281363281.41055,433261508.423212,,1949371309.57763,501548875.244894,244031482.470922,
1781,0322.HK,2026-06-30,1.24701952133831,,,,7029930840.24634,626293237.416515,3483054010.38166,11002686133.2398,1947089416.71076,276813430.381376,,7856282764.43923,519865642.769038,,2142119660.80851,432996935.650801,841613447.541148,
1782,2912.TW,2000-06-30,1.8637656349429,Taiwan,Emerging Markets,Food Retail,1296077123.60166,52054233.6963961,174402135.117909,1545417107.6989,94033524.5379222,18296271.5105163,,459754684.512428,13059001.5800132,,242603760.356915,40066472.1474529,,
1783,2912.TW,2001-06-29,1.25723764357184,,,,1021173963.20629,57369779.9580148,206430208.648322,1840378797.6738,47945479.2863623,27690202.6005443,,543335409.736922,18582582.8389065,,266045570.003024,40998108.9289712,36420169.3377684,0.0
1784,2912.TW,2002-07-01,1.27964260671262,,,,1195277875.53572,54659881.9343325,241674964.234621,2101944296.25389,115605493.562232,32326952.7896996,,705681087.267525,17891412.6977629,,285543519.313305,57057266.5130044,84203261.8025751,31658683.8340486
1785,2912.TW,2003-07-01,1.02948620925174,,,,1070276225.12539,74716029.0616422,229616820.809249,2354072128.67048,59501705.2023121,33973612.716763,,839783757.225433,22564467.2670698,,338409161.849711,57280010.8757961,93822254.3352601,45009075.1445087
1786,2912.TW,2004-07-01,1.57666867828162,,,,1639139798.00218,107295846.973669,233185558.5028,2624779249.4159,117292956.08606,43419333.9227822,,941258237.547893,40049852.4124023,,406919805.481874,49325612.2279262,75942234.0111995,32829531.3881521
1787,2912.TW,2005-07-01,1.73357258100206,,,,1802260014.52517,91454651.2733727,319265847.511027,2859284349.68633,75117485.8223062,42922463.7681159,,1068673660.99559,68017520.6503686,,452798519.218652,129050940.954002,104722337.744171,35398456.2066793
1788,2912.TW,2006-06-30,1.93444619146368,,,,2011092603.73833,113799924.247627,316056043.956044,3736775479.13201,169346947.496948,77286660.5616606,,1372265323.56532,85535853.713994,,463160103.785104,160060700.941741,117752045.177045,43704059.8290598
1789,2912.TW,2007-06-29,2.51701222544677,,,,2616740998.10332,117331296.103761,389710343.769184,4091366396.56213,230743431.5531,91756414.9785144,,1511209668.50829,95757728.802647,,490582381.829343,101167446.753734,60118262.737876,52734530.3867403
1790,2912.TW,2008-07-01,2.92905323845292,,,,3045107860.74199,110304335.324772,465430937.692782,4323413820.71042,383126896.977175,94018260.3331277,,1766808204.81184,97534882.1114642,,501371992.597162,157698336.427498,233210950.030845,60408204.8118445
1791,2912.TW,2009-07-01,2.27004504741511,,,,2359988533.02977,111765886.970561,502941230.346512,4632960833.58879,488980338.87956,121905541.138757,,1945585223.62998,92993613.0432895,,502141444.054343,162515151.712849,304794474.126088,70934635.9334453
1792,2912.TW,2010-07-01,2.85847444461706,,,,2971733647.97266,224319748.668067,515883984.985924,4493166927.80849,599178886.456053,160051204.253988,,2070818579.91867,56572182.6208233,,591831467.000313,104115102.746213,235151079.136691,102317172.349077
1793,2912.TW,2011-07-01,5.96625500086972,,,,6202651477.9092,181936136.071883,605835659.180525,5399116255.9115,718352648.722784,155534510.54346,,2368878175.89577,118922521.564934,,693029350.248586,146524288.079383,184731836.10492,63655271.7298131
1794,2912.TW,2012-06-29,5.32254273145505,,,,5533433876.80916,216263579.666951,651624975.222993,6442943946.19734,789581466.798811,181502841.096796,,2457008886.68649,173426919.562311,,683657383.548067,246444632.397097,125372150.644202,99094251.7343905
1795,2912.TW,2013-07-01,6.57850798103253,,,,6839163301.77653,200200563.843065,735939094.508521,6518187256.93213,901618867.274918,230166913.410226,,2830648442.07265,168880920.138049,,717393630.573249,255366692.203353,73634670.339129,118011327.250818
1796,2912.TW,2014-07-01,8.00053560070967,,,,8317534862.41757,270875188.420372,701645044.440718,6761500020.56725,911194734.194198,165564782.827436,,2748289317.45766,194896482.253036,,796101827.938957,185187445.641984,61257253.06054,73076806.9763542
1797,2912.TW,2015-07-01,6.94691266276778,,,,7222165007.75469,300049638.738543,699155313.092979,6615886322.20112,885080961.416825,183576217.583808,,2714871157.49526,231108106.406394,,838471663.504111,210706395.057297,29413061.3535737,65020777.9886148
1798,2912.TW,2016-07-01,7.91458456190447,,,,8228178249.63531,259678490.028415,680767210.117324,6476407751.23975,871878714.002743,171794575.651379,,2723837025.75042,229369392.288502,,826258905.988115,205348906.684313,20262410.4830108,86829163.4923054
1799,2912.TW,2017-06-30,8.99168228293389,,,,9347953011.22727,305318440.754875,688347082.215851,6684474274.97161,1012718856.93147,168636764.388545,,2932227164.83245,232333642.537648,,882156601.621505,182354073.852083,26803508.1229384,59645026.0488918
1800,2912.TW,2018-06-29,11.3412552521008,,,,11790621359.7197,1020303579.68111,842233901.962106,7274113263.05863,1258961499.56173,1122078753.9613,,4715840469.2873,273585991.825315,,1706367136.40348,231611434.374889,37268255.6806689,40967567.9320343
1801,2912.TW,2019-07-01,9.6960505937016,,,,10080229982.8181,338900903.280076,827561528.645748,8131448126.80239,1615511337.23784,222531132.415012,,4178093773.517,863010783.555494,,1153422438.89671,228066523.804969,27714556.8170664,236815266.825901
1802,2912.TW,2020-07-01,10.0567390344172,,,,10455209712.9073,341403986.896361,3126414590.92581,8291822640.4836,1576170885.01789,243034839.011669,,6524077501.75533,296256846.929871,,1211103045.90591,241535016.241358,1919234979.43763,201098599.083888
1803,2912.TW,2021-07-01,9.34780272912861,,,,9718183752.55184,347886415.676787,3669220837.04363,8783497142.05874,1733513909.17186,290897916.295637,,7461938878.00534,317931483.885626,,1282998788.95815,314647648.468308,2361745752.4488,289886304.541407
1804,2912.TW,2022-07-01,9.16230366492147,,,,9525334797.12042,317385539.919379,3841579965.35797,9410067968.12281,1671068165.4157,330403724.018476,,7740474704.09931,381564142.366283,,1232787528.86836,320769913.498196,2449550663.97229,183880701.501155
1805,2912.TW,2023-06-30,9.07513893796781,,,,9434716407.1284,312242357.472765,3906216469.89567,9770443792.58517,1604852274.58547,303615691.532851,,7626967982.47048,360165595.667695,,1192369428.00144,420580916.660066,2464933806.45583,302532033.881676
1806,2912.TW,2024-07-01,8.48082595870206,,,,8816855407.44838,340974406.838034,4096953425.46118,10185041833.8118,1852925395.99765,334997229.646047,,8387734567.49886,340209858.537724,,1233443289.22495,427663210.115335,2751380711.818,433330063.229255
1807,2912.TW,2025-07-01,8.87705281846427,,,,9228781668.88593,359609594.955972,4303700137.25789,10531635613.4512,1616947811.49916,345772243.403996,,8228832606.37487,376042918.81466,,1289543785.26765,626344242.289585,2899071923.13558,262030593.259112
1808,2912.TW,2026-07-01,7.01330488264089,,,,7291187837.09364,360448213.409957,5215140331.28012,11277121935.2064,1655815976.76571,355689017.968276,,9339374716.75231,343125246.517567,,1358358184.66154,708717114.496755,3315303067.05391,610410685.220056
1809,600096.SS,2000-06-30,1.18197413930565,China,Emerging Markets,Fertilizers & Agricultural Chemicals,873048761.280583,31407491.7868017,82369587.5354792,87133442.069988,62118123.0750649,19447551.1806269,,209551905.308292,9415241.24941115,,181500694.486382,21379442.0534119,5091491.03206715,8465366.26607887
1810,600096.SS,2001-06-29,1.29278615994297,,,,618774237.692388,19530181.631979,99528837.5576872,92013478.1499194,41618865.8274337,4286974.17063329,,187620750.477203,917325.065798579,,132700364.848866,20218598.2174394,3451446.10626525,42428781.9846812
1811,600096.SS,2002-07-01,1.03158923523016,,,,493755941.602385,18695068.6991526,151908150.689897,106555729.968887,41966749.6314912,2301790.59033903,,231453012.106421,8484062.35789451,,143886982.577387,34202044.6437929,22116569.6058768,44051905.371771
1812,600096.SS,2003-07-01,0.873555875033223,,,,418115437.889569,18379816.404693,191319665.100095,117805091.876573,51496297.0122386,3896412.99488951,,292150753.283155,3705829.31972962,,163215377.366469,53932484.2969173,49377076.512305,39757765.4009254
1813,600096.SS,2004-07-01,1.12735414235142,,,,540905237.267761,24171423.7513186,229736247.53827,164541299.706604,116484830.91087,12508246.0400884,,407589014.94557,23115974.8144995,,169809706.76719,48941128.5391674,136046371.138256,41310304.8316358
1814,600096.SS,2005-07-01,1.14178698725307,,,,592314294.399807,57849373.6549944,288367063.372198,223793578.678167,163622666.586117,22942548.1785779,,552212771.098894,12525269.5082562,,245732495.620129,79015797.2256992,135605509.575304,52074306.7721863
1815,600096.SS,2006-06-30,1.19767223577999,,,,642177986.176084,81854947.4910592,500898961.354453,326018756.380224,159488361.716368,26430926.352842,,779692496.467614,36132304.4077786,,331149698.81758,196223961.768423,184878287.598225,55046106.9383506
1816,600096.SS,2007-06-29,3.21771120746288,,,,1725820271.68703,73432095.5510311,824521872.798309,555305544.679394,105163005.187984,49084352.7829373,,1112278357.77877,85565448.0213779,,359113943.508615,314005340.231995,346118106.70595,87610709.0245308
1817,600096.SS,2008-03-21,8.79245550592073,,,,4850237989.23586,89670858.5280985,1265409797.90788,783222538.729181,185199627.580919,47198641.7657046,,1755354208.88329,54596170.5626466,,466929185.607098,443606250.51454,618954625.116381,160268360.808368
1818,600096.SS,2009-07-01,3.27962418228915,,,,1935376023.65105,94669188.7685973,1814009380.72554,1098361289.22718,292472993.770612,100206375.961891,,2587938732.13631,100095490.74349,,538508024.917552,479236242.720805,1001924221.32649,401692341.517039
1819,600096.SS,2010-07-01,2.28737445986403,,,,1349828346.38164,11321768.9795007,2025162160.29388,868648022.449383,386294513.066409,137948741.092017,,2857347475.20474,117332340.942239,,653492140.230592,347225755.049158,1436743702.19751,198420749.196443
1820,600096.SS,2011-07-01,3.1108361048805,,,,2157783277.2991,26874306.6816612,2675897148.47344,1016016987.31666,386835533.5478,172704216.353566,,3707576277.38998,90711595.9443413,,701720888.163885,359540194.73553,1452032523.76024,305088467.37481
1821,600096.SS,2012-06-29,2.08720289626948,,,,1447755958.22446,26118723.7332254,2930574674.42285,1556968600.53331,353921597.0956,304176934.994201,,4301204853.90616,152127995.215294,,990982220.14808,331274872.754538,1549540728.64202,495234447.204436
1822,600096.SS,2013-07-01,1.32083163473298,,,,2204030179.66572,-83645845.6419354,5365494124.17939,1564397417.89416,1539990439.53869,889068361.092117,,11380692305.8169,166127190.857197,,1793377728.00276,237445142.449903,2842510198.96631,2842358443.37651
1823,600096.SS,2014-07-01,1.15170578272441,,,,1300365852.93007,96421844.1933443,4765493689.18843,9060399977.87407,1313255835.34037,1413956275.32088,,10847683177.4303,411698026.365694,,1356838245.08813,363112033.937272,2144848407.63665,3557391568.492
1824,600096.SS,2015-07-01,2.24164623919494,,,,2530993824.57102,-419360740.519948,4811173725.18454,8818601132.89339,1267429558.44857,773255299.353705,,11041668805.7183,406424673.377704,,891168132.68865,254402309.30994,2055665087.85095,3872293745.9659
1825,600096.SS,2016-07-01,1.39600583046569,,,,1854352591.35047,16108620.9123763,4402740290.02326,7968429879.2431,839439249.44317,1373323268.01497,,10332100807.486,391541643.642585,,867866099.772031,226409609.36099,1368185809.42068,3070383091.77
1826,600096.SS,2017-06-30,1.09155812547018,,,,1442362134.91068,-490432752.112935,4113244500.6467,7951887582.86135,895317916.207691,1343805948.95002,,9848703348.8348,336777180.958627,,592211913.898891,161949806.802693,1109220364.50814,3474647608.80167
1827,600096.SS,2018-06-29,0.761662964138369,,,,1006445550.99968,29890529.1371347,3654980366.90438,8252328851.86254,1404592139.6631,1189493564.39297,,9768476488.67867,391609678.818567,,655611869.240582,136253163.625408,1181108289.03371,3624218324.69606
1828,600096.SS,2019-07-01,0.90382116314045,,,,1290362823.04963,18588837.0893371,3211943112.48782,7980905090.60074,1841590794.2346,1203747331.29082,,9864130772.81216,408166545.022508,,720393098.187768,204658101.838675,803328475.286161,3463164305.48324
1829,600096.SS,2020-07-01,0.671824392175721,,,,961230174.886497,22000099.7499594,3067072794.76285,7780667240.68768,735473670.397024,879270750.69235,,8617783031.63693,355120780.795854,,704223536.137206,110296122.225309,772664584.772616,4101089149.38522
1830,600096.SS,2021-07-01,2.07022372021831,,,,3803821086.95713,39456110.6640534,3180314834.42452,7521940924.51009,1010102752.98391,773548673.224521,,8120886909.47893,262380583.030805,,1050398521.09272,89730652.3315243,752566953.881992,4278733920.82605
1831,600096.SS,2022-07-01,4.91044776119403,,,,9015057855.0597,564622821.13853,3290079377.54286,9767062802.93969,1171185674.56904,606354537.093245,,8366085212.38803,227543190.593048,,1673103484.34534,329321494.98264,1046239631.3172,3446594479.99874
1832,600096.SS,2023-06-30,2.35406065119358,,,,4318121124.66592,896650649.828816,3394029558.77747,11159997322.5816,837600303.811692,632915499.46355,,7716580579.08571,181908858.827138,,2431602071.57107,627892401.904697,1364935383.90651,1461183613.06327
1833,600096.SS,2024-07-01,2.81083609647373,,,,5155997454.86703,639117479.107202,3504857231.47032,9694445473.31219,849059207.028939,366079188.572515,,7406630474.81473,366375716.432488,,2690688896.96667,274577039.31196,1639761500.90873,826672092.78368
1834,600096.SS,2025-07-01,3.08177592920848,,,,5618048953.96597,741255688.064898,3243746360.20029,8468758814.95529,898903137.844725,448628482.154453,,7052665117.98529,338680648.693096,,3107230737.15014,244489669.460547,1342164603.06879,554419649.112929
1835,600096.SS,2026-07-01,4.57743369344441,,,,8344619194.91625,717487657.703112,3418377676.81858,6619954013.53437,651608040.232515,351468908.27244,,7198877246.41862,465583309.593855,,3556092414.73881,317803436.342738,651904142.517625,462402998.398421
1836,EMPa.TO,2000-06-30,3.87413176565984,Canada,North America,Food Retail,346655602.839641,59115172.8670042,1175513677.81155,7602532505.84947,310657210.401891,341727794.663965,,2817350219.52043,7094883.03577059,144924511.18993,386212090.509963,168010289.544733,894089834.515366,397919621.749409
1837,EMPa.TO,2001-06-29,3.68731194690265,,,,329939039.553813,384125287.681048,1049257232.21267,6179847365.31143,402723481.886891,215598123.534011,,2771892103.20563,7417591.76211679,-728513.476636471,719442272.608809,185042423.065664,721396924.68074,149335418.295543
1838,EMPa.TO,2002-06-28,6.69409933157721,,,,598985025.649964,125088942.439834,1219677151.7897,6338414431.49062,525425891.660818,199578893.638742,,2751611050.85178,9003338.88923768,-383120.803797348,816563516.876157,331718762.621204,622088942.767817,132201875.837427
1839,EMPa.TO,2003-06-30,6.43595574038319,,,,595868450.618403,100100659.035183,1469085833.91486,6910262649.26312,491416608.513608,243405443.126308,,3151500348.91835,14114257.9666243,0.0,988346127.006281,287488572.407739,644173063.50314,69295184.9267271
1840,EMPa.TO,2004-06-30,6.50308246417048,,,,602336619.843314,128616997.278154,1677885668.39454,8413415636.44455,372782361.100971,348470467.98569,,3416587573.9213,19609432.0487852,521924.046925841,1136599255.31138,321356091.750053,675695407.753523,102796232.751697
1841,EMPa.TO,2005-06-30,10.4081528571429,,,,972661099.694674,147388886.5759,1956203204.25087,9822134417.73115,226793333.870059,253200225.424684,,3968440544.23959,24959747.1371835,552905.791013559,1375895660.57483,293829934.65292,595523709.846228,176636341.679414
1842,EMPa.TO,2006-06-30,12.7495619661563,,,,1193180488.02582,250977529.888358,1939909502.26244,11046732006.2316,308687782.80543,311131221.719457,,4571493212.66968,31033946.5865995,0.0,1778461538.46154,462042191.142179,658914027.149321,89230769.2307692
1843,EMPa.TO,2007-06-29,13.4760294620223,,,,1260348824.05874,181012389.615351,2176045524.34288,11756745909.9685,266371601.481348,357239635.082648,,4734441333.2129,34742416.8600893,791599.371495705,1924939029.89793,447605466.837961,715924487.399512,27188149.2186794
1844,EMPa.TO,2008-06-30,14.3010925653835,,,,1350789468.11263,309724230.909521,2410535609.18187,13794399327.8734,187757504.414361,409358446.144791,,5623798312.73298,42368862.4930061,-392304.282342649,2336962919.36433,540104920.715242,1387188542.27977,90837747.6947224
1845,EMPa.TO,2009-06-30,12.1290201290323,,,,1244347682.92786,309724230.909521,2410535609.18187,13794399327.8734,187757504.414361,409358446.144791,,5623798312.73298,42368862.4930061,-392304.282342649,2336962919.36433,540104920.715242,1387188542.27977,90837747.6947224
1846,EMPa.TO,2010-06-30,16.4943767900771,,,,1692200971.9993,282058731.434928,2505111067.42677,14496454748.8924,394141930.410851,512974248.08335,,6141438962.06015,47367928.7305427,0.0,2901906821.30922,437896414.122394,814822095.537645,17495576.9608807
1847,EMPa.TO,2011-06-30,19.3432105263158,,,,1954889532.27315,396328643.745906,2484048062.97908,15786662262.9173,637973896.830329,515951937.020924,,6752227056.14253,53819965.6010416,27305717.8417049,3275429873.62751,580345437.896526,1129376424.28009,0.0
1848,EMPa.TO,2012-06-29,17.5963096704378,,,,1778341884.03439,396328643.745906,2484048062.97908,15786662262.9173,637973896.830329,515951937.020924,,6752227056.14253,53819965.6010416,27305717.8417049,3275429873.62751,580345437.896526,1129376424.28009,0.0
1849,EMPa.TO,2013-06-28,25.4864421563035,,,,2575745033.45777,378315399.430686,2681813671.99127,17346483800.826,466018454.211727,531302708.602044,,7084432979.46225,64996479.6913853,0.0,3695604722.69074,542501292.148035,908721103.284056,5952971.52495287
1850,EMPa.TO,2014-06-30,22.6742687541014,,,,6279224325.2686,222137267.88436,3358789756.67548,19777011184.651,391233026.519639,544882894.377107,,11158024241.3196,78606773.214814,-1738785598.14665,5195024150.18682,548831924.390586,2991068987.51481,
1851,EMPa.TO,2015-06-30,23.4755456008326,,,,6502739439.84738,365564507.112078,2879091955.9138,20877135985.1635,243378845.204803,519740088.8304,,9426468169.10676,86985158.3748787,0.0,4921697647.63941,468515848.01715,1834347754.5649,
1852,EMPa.TO,2016-06-30,14.8649694343419,,,,4038456595.51188,-1623967891.51811,2436429844.27055,18761211040.6879,205082513.364841,481289222.902301,,7051987293.71659,83370289.6912627,112862339.152431,2805454404.58666,512110006.147427,1562717905.01278,
1853,EMPa.TO,2017-06-30,17.065267705601,,,,4636225000.27773,120165427.564124,2222197802.1978,18048468149.3819,151868131.868132,405201465.201465,,6370329670.32967,84381148.819476,8112114.03745187,2669743589.74359,390063801.146634,1272380952.38095,
1854,EMPa.TO,2018-06-29,20.0990099009901,,,,5460640667.72277,125084268.725511,2170118343.19527,18989752561.0079,488866396.761134,428137651.821862,,6744004982.87138,89401922.4746599,78422.7390128596,2882902522.57864,225857488.357036,887184677.670508,
1855,EMPa.TO,2019-06-28,25.1948051948052,,,,6847999650.90909,293941647.611257,2169523099.85097,19081541193.4992,412295081.967213,418479880.774963,,7155290611.02832,90694621.4550613,75895.0807155324,2983084947.83905,329840020.789704,1478688524.59016,
1856,EMPa.TO,2020-06-30,23.9519634568629,,,,6445691736.29264,437124160.253347,4911175802.32888,19918328359.294,715989775.631923,865734166.429991,,10389733030.3891,97163673.6672821,74914166.2816361,2786566316.38739,462819719.287948,4192842942.34592,
1857,EMPa.TO,2021-06-30,31.5475229949976,,,,8442023709.69824,536626276.959519,6230368622.34519,21624394276.5143,724631784.522744,1011229554.88648,,12347546586.3781,106636782.620324,117499353.016368,3558222800.87883,504191559.720626,5367727235.73928,
1858,EMPa.TO,2022-06-30,30.8032939714108,,,,8067317511.34245,594324137.321008,6322278186.74932,24036259532.7584,629445951.181712,953428903.525765,,12858271987.6017,124953103.689909,198347114.211852,3867880666.40837,621817007.711964,4937311119.72104,
1859,EMPa.TO,2023-06-30,28.4300392867936,,,,7170832446.22242,515788795.17802,6131010244.52255,22915834516.4945,165482689.000224,1081582292.67928,,12326104838.1066,127969756.471281,263157548.560214,3888731025.20003,569698498.697355,4884618260.67449,
1860,EMPa.TO,2024-06-28,25.5684726182642,,,,6186710301.33801,537258878.364224,6199064600.99386,22768011865.9906,189710610.932476,1069570301.08156,,12270023384.9752,134611056.534445,296411027.624829,3903171587.25519,591710791.71195,4867728734.28822,
1861,EMPa.TO,2025-06-30,41.5300948041449,,,,9636606402.68979,502386464.332466,6251537737.8971,22447344921.3236,206237788.551994,1070265576.38035,,12315652362.6891,137797430.216905,287077979.618552,3914899775.67118,557648975.409038,4806425935.30646,
1862,EMPa.TO,2026-06-30,34.9911940824234,,,,7848841747.93237,143515199.597933,6197380041.21284,23158134480.5755,214159552.546364,1146599941.12452,,12569914630.5564,147139320.799901,289929696.15744,3681925228.14248,602328943.767081,5170738887.25346,
1863,EAT.N,2000-06-30,13.0000715,United States of America,North America,Restaurants,1927625255.37014,85242000.0,813376000.0,1870554000.0,12597000.0,21390000.0,,1085644000.0,,21014000.0,661439000.0,181088000.0,183158000.0,
1864,EAT.N,2001-06-29,17.23334195,,,,2539053849.72631,116567000.0,888132000.0,2100496000.0,12343000.0,20378000.0,,1162328000.0,,30062000.0,762208000.0,165397000.0,110323000.0,
1865,EAT.N,2002-07-01,21.10001055,,,,3102286762.50505,143553000.0,1084724000.0,2406874000.0,13312000.0,34457000.0,,1445320000.0,,26913000.0,900287000.0,205160000.0,236060000.0,
1866,EAT.N,2003-07-01,23.96001198,,,,3489853545.95896,150645000.0,1355417000.0,2763188000.0,10091000.0,41708000.0,,1783336000.0,,98277000.0,977096000.0,371052000.0,426679000.0,
1867,EAT.N,2004-07-01,23.10001155,,,,3339443440.37491,166200000.0,1499572000.0,3141611000.0,33492000.0,36019000.0,,1944690000.0,,24177000.0,1140250000.0,331998000.0,353785000.0,
1868,EAT.N,2005-07-01,26.65334666,,,,3546751849.80537,150918000.0,1613884000.0,3541005000.0,226762000.0,37934000.0,,2254424000.0,0.0,281028000.0,1010422000.0,304482000.0,639291000.0,
1869,EAT.N,2006-06-30,24.2000121,,,,3078549810.35287,160219000.0,1646466000.0,3749539000.0,41859000.0,43592000.0,,2156124000.0,0.0,99098000.0,1100282000.0,322713000.0,406505000.0,
1870,EAT.N,2007-06-29,29.27,,,,3321688095.3,212395000.0,1592351000.0,3785406000.0,55451000.0,52540000.0,,2221779000.0,25417000.0,251906000.0,1075832000.0,354607000.0,500515000.0,
1871,EAT.N,2008-07-01,18.27,,,,1849880544.12,230049000.0,1482736000.0,4007771000.0,84823000.0,49851000.0,,2318021000.0,40906000.0,503060000.0,805089000.0,430532000.0,826918000.0,
1872,EAT.N,2009-07-01,18.04,,,,1842291126.72,51722000.0,1529715000.0,3860921000.0,54714000.0,52304000.0,,2193122000.0,42914000.0,235507000.0,595089000.0,256938000.0,901604000.0,
