,Instrument,Date,Price Close,Country of Exchange,Earnings Quality Region,GICS Sub-Industry Name,Company Market Capitalization,Net Income after Minority Interest,Property Plant & Equipment - Net - Total,Revenue from Business Activities - Total,Cash & Short Term Investments,Loans & Receivables - Total,Intangible Assets,Total Assets,Dividends Paid - Cash - Total - Cash Flow,Common Stock Buyback - Net,Shareholders Equity - Common,Capital Expenditures - Total,Debt - Long-Term - Total,Short-Term Debt & Notes Payable
3985,2206.T,2016-07-01,61.3598673300166,,,,4260219822.5539,115878468.671689,733626510.305615,2820798482.47431,553802416.488984,322112651.030561,,2442910447.76119,27329748.8868926,-1225212.8961187,1542208599.85785,153793390.198518,7285003.55366027,46357498.2231699
3986,2206.T,2017-06-30,53.8495772140632,,,,3738779861.59324,167916702.23254,802495959.777339,3268185685.06012,891147423.23577,340159813.25193,,2910019752.19968,24343665.6146029,-8142313.09040309,1727868558.08942,187578537.820161,278245645.537799,10109534.9254803
3987,2206.T,2018-06-29,48.0751852521236,,,,3337863429.24273,137383447.715135,864050442.311312,3191095339.96158,1002973837.75645,398004893.657068,,3209335591.94429,29750161.6864727,-1823833.88791122,1960239036.32599,176758396.156624,293064182.194617,7923960.09787314
3988,2206.T,2019-07-01,44.7754311537397,,,,3108062777.7829,,,,,,,,,,,,,
3989,2206.T,2020-07-01,46.9942304113158,,,,3217627707.51908,,,,,,,,,,,,,
3990,2206.T,2021-07-01,37.2645739910314,,,,2551452055.56054,110920685.358477,945215032.932972,3223962148.87331,955395195.660597,421096474.234793,,3294081751.2592,36498780.8964491,4357364.08648238,2147965904.68811,156902589.815185,299854707.477722,2247191.01123596
3991,2206.T,2022-07-01,28.9592425475257,,,,1982797896.553,123207648.034381,878345498.783455,3085622945.68004,888468891.206118,372254084.115398,,3099973931.17831,41421611.0893012,-2898145.72638015,2092379214.45951,216577154.219176,265815085.158151,2015988.87730275
3992,2206.T,2023-06-30,26.1086474501109,,,,1787621729.43459,62036875.1967814,839279993.898253,2327692487.24457,701174586.225307,345297841.507131,,2814857753.03181,36885134.6849012,36486873.2638848,1863259858.13439,196810071.843419,243535962.169171,0.0
3993,2206.T,2024-07-01,25.9956642923506,,,,1779885934.30164,100794519.887583,790153126.329222,2371983964.43863,689061392.315327,342896639.727775,,2805494115.97902,36279751.1263096,14263.7118640887,1861222174.96101,131062116.463179,11987806.6071175,
3994,2206.T,2025-07-01,32.2387227218852,,,,2207339211.15527,53619676.2419695,711579081.308055,2188466630.6332,383273953.429189,317521313.144166,,2403429189.46431,35722217.4396456,39654.6354556658,1730531874.28426,115494125.764627,14073037.282097,63621.3258684311
3995,2206.T,2026-07-01,32.5110728346457,,,,2225986633.64296,33689413.1028402,672071496.967762,2417116736.39774,438116820.938398,335518672.19917,,2515984679.22119,38317777.9762103,26753.5541813303,1774050430.8969,82909264.4079425,11465049.4733482,293648.26045324
3996,2607.T,2000-06-30,8.91677675033025,Japan,Japan,Packaged Foods & Meats,780833223.24967,38953997.720514,622326034.06326,1278160015.94616,72321167.8832117,291192214.111922,,1265333333.33333,7159600.50696485,4057708.09588688,595542579.075426,66708721.0963803,277255474.452555,85868613.1386861
3997,2607.T,2001-06-29,8.81527231892195,,,,771944581.695676,33351422.6540967,-71616481.7749604,1299744817.53115,29675118.858954,236640253.565769,,1082836767.03645,8727559.78692803,0.0,496275752.773376,55773004.0797042,184112519.809826,207717908.082409
3998,2607.T,2002-07-01,10.1546176347681,,,,889229711.659005,32453405.6683577,-75433177.6405002,1210445538.39912,40085882.1756818,222397167.394907,,1071809552.50866,7714793.79378633,160224.170172094,504828989.001055,114872718.804883,152094319.722766,318547536.537592
3999,2607.T,2003-07-01,7.89010804925035,,,,690928871.764804,38241359.4437008,-123513948.952769,1269261451.06757,43585177.6477572,190960739.421691,,1134588315.10218,8627723.98278596,131470.079737691,593012804.205885,61437611.6374196,50597812.2615111,264784194.013398
4000,2607.T,2004-07-01,12.797783933518,,,,1120689141.27424,50202493.5064871,-108152695.185114,1429263216.18999,53404949.1655477,250786495.300211,,1405745252.25398,9313183.42434831,8869.69849937934,710234030.308843,119004744.766173,195041243.046231,326443506.61807
4001,2607.T,2005-07-01,10.1960433264703,,,,892861223.140274,65438106.1160138,-131478195.909982,1611754623.34271,40601363.3392474,267840134.466337,,1440732094.49995,11004186.7183557,37270.7424838467,746577644.971519,154953111.876593,151862919.04006,405135867.027734
4002,2607.T,2006-06-30,9.57790789128725,,,,838731484.470855,38351220.30875,-138339282.678905,1550083055.82011,39078701.3428523,254156042.835288,,1461295257.52167,11609783.3514259,8848.92023736733,746149923.508414,115204092.570285,233460819.309876,376440591.534931
4003,2607.T,2007-06-29,7.8122462238103,,,,684113581.663148,27884079.1119093,-207131940.906775,1582094221.71929,42052980.1324503,283503141.450161,,1541747325.52216,11191278.1461729,14416898.8350927,752029206.996094,101654109.827737,223450500.933945,433791815.248769
4004,2607.T,2008-07-01,9.7577071745074,,,,854476396.766286,-7386792.2718025,-395020539.024146,1880329491.98003,28694519.5872157,397956116.621581,,1837371004.90933,11321730.3666509,8783.34396171522,840386734.796113,74096289.6610296,221009918.845807,657128544.234045
4005,2607.T,2009-07-01,11.3883424785174,,,,997270124.236463,74806955.1038072,837768110.076892,2392313431.69582,48087818.6968839,385491703.763658,,1741066369.89073,12882587.1915574,119930.990146384,851163496.560097,91757201.7111628,303986240.388507,499210845.811412
4006,2607.T,2010-07-01,14.9315068493151,,,,1307542842.05479,115622601.995074,858078322.27691,2298535502.59255,84485341.3224909,424063770.597047,,1864701476.56752,16676129.5251147,0.0,1007671731.22191,68774212.2625932,188176760.111278,338615450.46009
4007,2607.T,2011-07-01,15.5016701719659,,,,1357471692.42855,114482509.477346,915550210.463019,2606241195.51646,82549609.1401082,497871316.897174,,2097835237.52255,27149077.1734071,11702.1884368134,1182489476.84907,96741991.8071365,241130487.071557,400769693.325316
4008,2607.T,2012-06-29,13.0500188040617,,,,1142782094.81008,105061524.484004,892873535.451141,2998422958.23504,149812779.321174,558654426.863148,,2220823770.98683,26144984.9228589,0.0,1251660828.60249,75989010.9536898,242517212.223699,164246889.720981
4009,2607.T,2013-07-01,17.2604114400401,,,,1511483580.13046,100851198.683578,788926637.647309,2808410116.05831,203163817.815055,497388257.776834,,2093024737.23325,24955742.2195299,0.0,1224970803.69466,76621265.7384889,152871854.761652,163467459.390594
4010,2607.T,2014-07-01,14.1055949566588,,,,1235218247.20252,81508823.832269,735827115.030526,2525665458.03544,141980812.094195,467719740.284911,,1959550344.02558,22301373.2322461,0.0,1241205543.17279,64518252.1038524,92508964.0469038,55044093.419905
4011,2607.T,2015-07-01,17.3771822980106,,,,1521709132.11531,85287661.9124132,681360306.360306,2485261079.94544,106468531.468531,453488178.488178,,1861679986.67999,20419315.9052975,,1212079587.07959,85004314.1984184,69388944.3889444,122768897.768898
4012,2607.T,2016-07-01,18.9542483660131,,,,1659811834.64052,76905029.8808654,795051528.073916,2396558098.7162,148996090.973703,497361407.249467,,2370975479.74414,24354231.8534614,,1264418976.54584,107143617.548339,346926083.866382,142643923.240938
4013,2607.T,2017-06-30,23.1241655540721,,,,2024968909.95995,112012320.764113,820632070.389657,2706828713.2479,114580714.670497,528245645.537799,,2443068773.56797,31810536.823643,,1353304004.30957,139686932.642972,324618423.415335,208610163.404561
4014,2607.T,2018-06-29,35.9660220495211,,,,3149522359.84095,124074877.661763,892932429.888952,2777689982.40816,122426124.600038,598644833.427442,,2547816676.07755,34923710.28931,,1507726331.63938,125672989.533843,299877658.573311,232891022.021457
4015,2607.T,2019-07-01,29.9271419348889,,,,2620701354.19164,104481460.353195,1058525802.95922,2713919915.25615,191420064.958499,640003608.805485,,3523312883.43558,38763325.4306407,,1411232407.07326,153222034.544899,418883074.702273,980178635.871527
4016,2607.T,2020-07-01,25.4141075749116,,,,2225497719.83063,150663539.596799,1149502464.42853,3815598301.56092,172872686.692086,609625220.868595,,3416395424.53269,41115984.2732104,,1445810471.49633,198247310.163155,814098391.146657,343234446.20106
4017,2607.T,2021-07-01,23.6771300448431,,,,2073391669.23767,103923028.501102,1169241192.41192,3441574072.95538,184850948.509485,593794037.940379,,3238581752.48419,44626048.5529018,,1445564588.97922,197005606.730051,787831978.319783,347813911.472448
4018,2607.T,2022-07-01,16.1106590724166,,,,1410800474.69487,102493834.800367,1155909912.87194,3864841620.6239,130905803.057702,665000821.962847,,3424436955.44961,39866137.3951883,,1531957915.50222,170386534.931927,715970738.122637,396671050.468519
4019,2607.T,2023-06-30,13.7853381374723,,,,1207173555.14482,45347424.8653707,1203818058.58875,4125527679.8117,143098124.8588,699224339.182167,,3530303486.70834,33120569.001556,,1527374049.2507,144546304.491707,693689283.831614,525318171.549062
4020,2607.T,2024-07-01,17.1663053576959,,,,1503242768.56302,45196797.014887,996298988.830877,3907867203.82228,181679994.712841,593391051.483709,,3107666380.2789,31001788.2651164,,1534505320.20356,119012228.068477,378329257.815082,250968210.957637
4021,2607.T,2025-07-01,19.354388900509,,,,1694851894.35962,14648019.7833969,1043714571.52384,4406952938.96622,470930310.103368,749009669.889963,,3978419473.15772,29381393.3351417,,1403794598.1994,159887305.139077,623514504.834945,1286728909.63655
4022,2607.T,2026-07-01,23.7081692913386,,,,2076109756.90207,74015580.2830939,1128788356.12123,5129798480.27192,312185747.589944,725864784.827673,,4013187574.822,29751035.097189,0.0,1513193875.6222,195962276.721873,755717976.182975,998935164.765925
4023,2810.T,2000-06-30,15.474617852425,Japan,Japan,Packaged Foods & Meats,1739006605.01982,79522061.5502809,550715328.467153,1798628707.71192,910734793.187348,322851581.508516,,2168457420.92457,19431913.2147472,12966631.6486341,1625742092.45742,58241636.8696297,144953771.289538,
4024,2810.T,2001-06-29,10.9489051094891,,,,1230416058.39416,19648338.1288266,452900158.478605,1820860796.50141,549025356.576862,281687797.147385,,1876711568.93819,19340199.9847398,-36251.5463631486,1366267828.84311,67926334.9979497,118019017.432647,
4025,2810.T,2002-07-01,9.9206017551191,,,,1114857384.03677,28023207.3630993,416408015.66973,1515592470.49187,416566219.677565,276736477.324092,,1789038722.3143,17095918.9573624,136190.54464628,1298094018.3818,31323825.2686444,,
4026,2810.T,2003-07-01,9.31401289890275,,,,1032725958.69001,43984958.5522412,450818282.031714,1572817648.30191,481361824.811329,292944967.353515,,1837437462.90172,17534821.8850145,13985129.7320969,1460552870.34682,24083675.2319482,,
4027,2810.T,2004-07-01,14.2382271468144,,,,1578706149.58449,35141745.4545409,498436600.805678,1670909282.10708,576366775.369269,315144830.232112,,2116880874.73624,18670715.3411935,6031394.97957795,1686236332.24631,47018271.7452099,,
4028,2810.T,2005-07-01,14.7614358607108,,,,1636729320.25781,39861059.086474,487963395.275002,1723594803.85111,514118965.356242,306854047.997012,,2002642637.03427,19501916.0046728,4929055.69348872,1654076010.83201,82265846.3474706,5500046.68970025,
4029,2810.T,2006-06-30,15.118413003583,,,,1676310493.92642,38466256.2718358,461626721.060683,1695373477.19744,415995240.523542,281769505.354411,,1912714601.39385,21361293.4530047,79640.2821363059,1565553289.13819,69791433.9121161,1861295.25752167,
4030,2810.T,2007-06-29,15.3727464674354,,,,1704510666.41221,41359815.4117734,537841738.835116,1989087126.04432,331788079.470199,355017829.852267,,2081304126.33724,20662795.6597916,85560.2304753278,1582407879.09662,51815275.5758585,,3905586.68704364
4031,2810.T,2008-07-01,16.0554350900349,,,,1780206316.60224,31400454.6631319,627862939.585212,2053774185.19202,358481114.116822,399188458.070334,,2286955214.90833,31786921.7974474,79050.0956554369,1802905520.48893,42089784.2645393,,12082957.619477
4032,2810.T,2009-07-01,14.4631949477172,,,,1603660745.39807,47232821.6193177,653925536.220154,2224210160.50731,456991096.721975,390287333.063537,,2309044921.08458,24136111.7669598,109936.740967519,1802873330.63537,78314936.565589,47541481.1817078,11715904.4921085
4033,2810.T,2010-07-01,14.8287671232877,,,,1644194925.41096,51957947.1952507,672030815.322063,2378229507.49182,531960196.875669,407382837.577573,,2481564305.58528,25989753.2547198,43118.6283778014,1950299593.40894,43679170.5467128,48213139.3109352,12668521.2925316
4034,2810.T,2011-07-01,16.8872943214153,,,,1802979104.66411,61459893.6701441,647745039.085989,2536016362.70715,576921226.698737,456728803.367408,,2751773902.58569,28213976.3211571,46586412.1669542,2175838845.46001,37610833.6359183,51256764.882742,13878532.7720986
4035,2810.T,2012-06-29,16.9612636329447,,,,1810876469.4246,100473795.670589,646853484.720377,2716100210.23381,690808068.60732,466010387.727986,,2900012078.75347,32532320.0663979,25346.5680299166,2280299553.08612,50262244.4033245,50138905.6649354,14252929.0977171
4036,2810.T,2013-07-01,16.4475664826894,,,,1739523628.26894,99847162.5206012,595732031.001168,2537719547.15554,581972608.557172,404480305.764943,,2662490710.26648,38540472.4728175,15822642.1828139,2109905510.13908,62226048.4620756,45992143.5396539,6051597.83416499
4037,2810.T,2014-07-01,18.8140267927502,,,,1989804642.7305,87767982.7474965,606008334.140905,2322078078.58225,545401686.209904,396714797.945537,,2649171431.34025,31655172.1215095,29948.1287809929,2023461575.73408,110348871.848365,55528636.4957845,68146138.1916852
4038,2810.T,2015-07-01,18.9606171335769,,,,1948368178.23792,63716674.6534597,554578754.578755,2115492313.18232,511846486.846487,339618714.618715,,2382192807.19281,33435030.2513779,50216527.1189367,1830885780.88578,86987748.1963815,40268065.2680653,54487179.4871795
4039,2810.T,2016-07-01,23.4513705979904,,,,2409832121.35401,188632777.312642,686060767.590618,2016125327.08054,480961265.103056,383662046.908316,,3104362117.98152,25637788.2208239,33339.1264249985,2032800284.29282,50200389.6144416,45673418.6211798,58626510.3056148
4040,2810.T,2017-06-30,25.0645304850912,,,,2575598318.11304,80340573.3681477,710738014.006105,2626007003.19714,583758304.902137,406724726.162686,,3177302926.91686,28461085.3023635,8373628.80319863,2112102711.43832,71310007.9406098,40330400.4309571,46713952.2355899
4041,2810.T,2018-06-29,35.4238207120911,,,,3640105411.16935,84447120.562543,782815734.989648,2635503170.19615,652023338.979861,456794654.620742,,3565443252.39977,32467854.7570731,45144.4031661194,2369791078.48673,95354008.3674775,39751552.7950311,51214003.3879164
4042,2810.T,2019-07-01,38.2274278336254,,,,3851437055.24301,124192390.319672,775378924.575965,2676491700.87129,627625405.990617,439687838.325514,,3347392638.03681,38934724.8216536,79141413.545034,2230918440.99603,93304415.8550424,33787441.3569109,32307831.1079033
4043,2810.T,2020-07-01,31.5931509398846,,,,3183029544.94696,105416636.339773,839198363.247466,2701952224.95524,719027248.209802,449372268.204222,,3414805170.65005,41695600.9680442,36801.0599894477,2313493908.67665,146275013.193057,19650330.1404259,30168325.1185716
4044,2810.T,2021-07-01,30.2690582959641,,,,3049626390.13453,82572341.8467223,812484191.508582,2359293331.38054,798735320.68654,393550135.501355,,3336359530.26197,43720319.0262467,56608.0954159431,2329042457.09124,103724900.167146,13920505.8717254,32700993.6766034
4045,2810.T,2022-07-01,21.1923958872698,,,,2135147024.92788,124328896.868659,756403090.580306,2257323148.60719,665888541.837909,386141706.394871,,3140070688.80487,41077711.6266398,36507582.3565322,2210800591.81325,122716434.104742,12206148.2820976,33692257.1099786
4046,2810.T,2023-06-30,22.2075942350333,,,,2237428887.88803,101189814.388665,770901423.299947,2035786303.81408,532811205.663077,380322313.427216,,2989005196.17441,33549841.1807941,44429670.5511376,2050493260.03464,112225069.89287,33135025.2278033,40771142.4053016
4047,2810.T,2024-07-01,17.7020749458037,,,,1783495026.07618,121790265.407988,691355495.340691,2075561064.63215,533758509.021215,357491243.143216,,2852428788.57974,31091849.3259983,14610675.1846102,1931194236.99689,87788751.0381129,28365607.0319212,49415108.0563082
4048,2810.T,2025-07-01,19.4485114690093,,,,1915647573.25525,82031537.0568181,738232744.248083,2070931915.75056,656772257.41914,358646215.405135,,2901460486.82894,30169274.2737377,53109740.9358573,1952804268.08936,99378049.0549062,78359453.1510504,52024008.0026676
4049,2810.T,2026-07-01,22.8961614173228,,,,2108700199.01575,48887612.9304111,675521391.216685,2105468598.34822,641679793.333753,344256820.616218,,2755182408.16584,29917093.5650233,66430029.4724241,1844931006.23779,96486612.1504282,70027093.440867,42530401.3609728
4050,000902.SZ,2000-06-30,0.685031898842744,China,Emerging Markets,Fertilizers & Agricultural Chemicals,,,,,,,,,,,,,,
4051,000902.SZ,2001-06-29,0.846754205178392,,,,,4087616.9214588,32964457.4383261,61157822.9606482,15743711.7935584,28587237.5383575,,121518351.173074,,,60250320.148839,,152946.577427695,29363568.2702298
4052,000902.SZ,2002-07-01,0.627743295276066,,,,323915653.780499,-2488447.26635936,35275354.6142136,53446826.1682082,12668970.3501438,40777493.1735254,,130947611.337989,2631493.4169332,,56616485.0300848,4190140.70456257,243699.103496605,43317304.2070415
4053,000902.SZ,2003-07-01,0.326692631140213,,,,168573490.837485,261690.291348559,28231506.2038637,61869577.413327,3849053.41242706,57659929.2022568,,118917857.703785,2065734.34971268,,56665257.1552839,1311955.15870453,245738.241654686,35523673.7504682
4054,000902.SZ,2004-07-01,0.241138682687545,,,,124427638.931168,-16372627.4691977,25439486.7519664,59410200.9661573,12090084.2123068,58477895.779719,,116521439.70423,1875669.04122209,,40049536.6510807,302402.551380283,2377275.96747496,42445177.4257856
4055,000902.SZ,2005-07-01,0.126865170059808,,,,65462480.0700779,385415.21314315,20338548.903522,169919176.970636,11311907.2071528,51519724.5212348,,114279465.957832,3604175.9320606,,41257415.5742162,9062936.04021754,2118770.01147828,43323506.313055
4056,000902.SZ,2006-06-30,0.226831772104374,,,,117045223.374607,492657.729943145,18348082.5958702,201002033.415993,14170818.7699859,37904365.2859374,,141381101.113012,3458740.59735245,,42769390.9422176,330840.305011398,503210.133610967,53459755.5836494
4057,000902.SZ,2007-06-29,0.338325971620024,,,,174576273.084982,1625433.85815979,33907256.7732018,238818453.63965,21174918.337283,46306155.1271376,,153086530.45539,3367678.13098163,,42940114.0075578,3599918.81577158,,53819509.3832063
4058,000902.SZ,2008-07-01,0.28295970012106,,,,146007205.262467,792129.590051121,38354647.0233857,290555422.414356,16075770.8527302,41258146.6673969,,163193219.782025,3758077.44731991,,46447642.2586122,7371461.67825719,,54366476.8059587
4059,000902.SZ,2009-07-01,0.357817096193528,,,,184633621.635861,-6878181.82782726,46112715.2803225,289829482.146413,19573616.7094174,32422718.9446684,,176818614.877244,4613335.63582319,,42336680.1026017,3962617.05027409,2931476.73140344,70068156.8340051
4060,000902.SZ,2010-07-01,0.436533101302225,,,,225251080.271948,-7116494.48908681,55701958.7160667,234643160.670507,23890329.4803616,35370573.8437422,,187304531.270602,3696817.51000702,,35142179.0533117,11672989.3353879,1904510.7604858,81509105.0264434
4061,000902.SZ,2011-05-30,1.07127982847183,,,,554353778.32779,2372698.49881499,59973845.0075872,299394347.134786,27933123.6570561,36802688.1562974,,196864389.783005,4257787.77576635,,38738093.4749621,5312101.4676924,,88850791.6130501
4062,000902.SZ,2012-06-29,0.617818353533764,,,,318794270.423422,453299.391106611,52481260.0819841,274405412.761529,38589486.2835444,41144003.3174979,,192957570.34589,5521867.53153699,,40961958.2182748,4703821.98051303,,93655141.6784506
4063,000902.SZ,2013-07-01,0.659600489196902,,,,340353852.425601,-7002572.42182132,53025694.6646121,248063912.329583,15896822.4474728,28677695.6597807,,184229583.287588,6426483.3177837,,34288602.1829505,339538.0033228,,82408837.6125584
4064,000902.SZ,2014-07-01,0.717799822566336,,,,863935303.088959,69909854.4466631,336347319.645836,1120455554.70825,109999974.765846,34822266.5097378,,773256011.553265,14970220.7376788,,352382091.641476,51059763.8107845,21474470.1587459,97955300.0644234
4065,000902.SZ,2015-07-01,2.1932653851116,,,,2853370910.85021,92702070.0830526,340344409.154498,1355435597.6731,73746990.1508558,33434193.8593946,,835850833.446153,8033953.1738403,,440526319.063276,56043294.1961378,26754343.5515585,37585017.5676111
4066,000902.SZ,2016-07-01,1.92345259741236,,,,2535974711.40698,119014582.013465,389573394.574945,1530744154.45665,238075470.115987,65905849.7404538,,1073687962.31574,3848117.86615527,,721988478.769582,103308390.77996,,2758583.50918809
4067,000902.SZ,2017-06-30,1.32757069313941,,,,1731854853.74596,84818198.9418195,435866520.326948,1246543452.77149,159422203.085122,104890157.030102,,1136253933.55034,31449959.2939555,,746889725.234049,100493661.74892,535367.004176869,1391171.10182918
4068,000902.SZ,2018-06-29,1.39033715676051,,,,1813735543.96941,100714408.754472,443925366.375667,1337487440.20655,243306626.475877,148617632.250281,,1344116417.19871,29233566.7173106,,873442389.301139,55317124.2497114,450361.563407774,1506821.79733489
4069,000902.SZ,2019-07-01,1.57548147823675,,,,2055261734.21233,123987270.970991,438496483.538652,1518806665.79127,156926234.102247,139163690.21453,,1308828339.79783,39408328.6711628,,920607720.879936,45704381.0807683,174047.999418224,14681498.2386736
4070,000902.SZ,2020-07-01,1.22767067875479,,,,1601532358.90981,94295482.7332577,454642328.894826,1350942133.51819,338023067.844523,86722696.5483065,,1395915032.77313,37711207.4152117,,953778341.836881,42232134.0929559,58098060.5676693,27382398.9787124
4071,000902.SZ,2021-07-01,2.3748048052691,,,,3098002426.50628,136839279.919939,641571540.196169,1460320199.15071,546178316.629885,66803709.6996169,,1787876812.38008,40846630.6636147,,1095537806.31418,157315579.552196,61493455.7563218,42459825.108046
4072,000902.SZ,2022-07-01,2.56865671641791,,,,3350887922.52239,187543196.583177,813594851.482187,1828716427.15862,385522026.884023,62760503.9073692,,2081076506.54902,40768718.3263751,,1265641945.65104,237056496.457614,146027514.787236,17862116.6952661
4073,000902.SZ,2023-06-30,1.41767683036145,,,,1849400948.96088,194979153.592989,1156473309.13849,2374711114.35207,267541543.914922,135010220.286493,,2441454314.90605,38356179.5643611,,1292953244.56011,356893867.802043,169388342.473757,105976786.732297
4074,000902.SZ,2024-07-01,1.69915936326239,,,,2131991417.09891,170522352.746453,1257703462.32072,2132348987.6205,296355966.052862,117023672.81552,,2378862978.4243,37846674.8394104,,1400224627.53529,199983868.557202,193270529.783877,24040745.2097833
4075,000902.SZ,2025-07-01,1.95123312909124,,,,2448277231.9148,182776694.000919,1267212213.30813,2161485980.41734,278332726.386092,155223689.430493,,2497636654.2052,57012368.1921853,,1499714401.18505,133154882.172531,227803617.740057,57765729.6000986
4076,000902.SZ,2026-07-01,1.7559094521798,,,,2203199439.82367,224359604.203825,1343186243.63301,2509878520.49843,329065186.899944,194542470.884157,,2938756396.18338,57536635.5492343,,1751589880.35635,189012361.666556,227273509.645222,85958722.1732851
4077,URC.PS,2000-06-30,0.084077934692932,Philippines,Emerging Markets,Packaged Foods & Meats,,23241979.8608302,229092034.313726,353267573.552376,74793357.8431373,105181372.54902,,594704338.235294,1908824.47788894,,386378333.333333,45082625.8074645,90493946.0784314,27463235.2941176
4078,URC.PS,2001-06-29,0.074865419426386,,,,,20728124.1579879,259149457.700651,375289487.081303,78420260.3036876,110753665.943601,,593518698.481562,1777603.69938265,,364141214.750542,69320307.5730218,75946594.3600868,31887483.7310195
4079,URC.PS,2002-06-28,0.068179676736318,,,,,21177241.1162933,256586751.219512,376524356.227188,51392897.5609756,172782243.902439,,649949619.512195,1483326.09327274,,360655941.463415,38407340.5515525,70185365.8536585,90963239.0243903
4080,URC.PS,2003-07-01,0.079096806921778,,,,,24533153.3294963,274808424.068768,413499732.320471,172242865.329513,59218319.0066858,,647240210.124164,1599683.12842952,,375755682.903534,60604649.2298845,95300095.5109838,73355281.7574021
4081,URC.PS,2004-06-30,0.086084842068596,,,,,26385612.2169682,277790384.966247,436882153.372095,305482211.275315,56318518.5185185,,776519905.126802,9440120.23393865,,379908337.894545,49702211.3879093,222266739.64605,80268308.7027915
4082,URC.PS,2005-06-30,0.218887602629696,,,,,37899236.0945399,276367253.365385,490854926.037541,269545637.464387,65884152.4216524,,770091292.735043,9077645.00957046,0.0,395775658.831909,40890184.6990107,204147613.960114,83523593.3048433
4083,URC.PS,2006-06-30,0.294196910249151,,,,,45592128.4471222,319608595.425304,563064606.398347,421388884.917799,75157344.5318085,,980776608.291637,9130954.16764176,0.0,434446479.628306,65812374.004875,391302859.185132,61621336.6690493
4084,URC.PS,2007-06-29,0.35165674645874,,,,781329063.692964,57644150.6698863,427845895.746805,671810879.80225,119406457.567891,102198734.604633,,1191891857.08866,22889910.8397162,-88722901.8740879,608541740.615016,111335046.533829,329471189.297125,93601539.6765176
4085,URC.PS,2008-07-01,0.191872273986262,,,,416481939.251772,116638486.750638,513998239.3134,791731291.926623,111739566.733112,128050470.077519,,1303076435.59247,31712249.5251932,0.0,759698956.766334,80538333.8962721,200774637.65227,108625729.856035
4086,URC.PS,2009-07-01,0.128297766381469,,,,276165399.874609,8877979.9262673,545409610.962963,1059089326.08446,46891603.3650794,130706325.333333,,1226045186.60317,34495617.0568542,21358308.2991183,666375262.222222,127669785.919349,199571862.26455,234291738.455026
4087,URC.PS,2010-07-01,0.541783551283711,,,,1121683994.90451,81202891.4559482,542709572.912723,1053907885.55749,370787790.157729,158920654.805468,,1281134602.12408,11241031.891934,376978.176159538,755272568.349106,80938945.4236539,256972049.190326,119142340.715037
4088,URC.PS,2011-07-01,0.822583467817424,,,,1695757386.46253,170669690.422798,587004952.193232,1260164535.63409,483718745.539478,166931250.563974,,1489331223.56158,42488706.9520595,25264404.9944779,932987296.502222,78221205.7942843,255644238.008431,116483070.160647
4089,URC.PS,2012-06-29,1.30156726568768,,,,2839371501.49542,107111572.780364,614873627.630375,1551770950.64828,716931678.865508,278680718.20677,,1563899451.05215,90495295.734773,7441789.35458492,932322392.497713,105336871.371729,68674451.0521501,164633783.165599
4090,URC.PS,2013-07-01,2.45109484552204,,,,5347068151.46982,181666739.27527,680614550.90036,1666260108.73326,503127925.954382,186116629.627851,,1682960988.21128,91662124.1097202,-171882100.366884,1112361297.79112,120033239.050399,71799662.0888355,289385284.465786
4091,URC.PS,2014-07-01,3.07434230699862,,,,6706683698.48616,240476673.227307,705717496.89298,1939106215.98493,286968029.758343,200614693.440737,,1531529747.52589,125345595.038578,0.0,1168681804.05063,132770944.413917,0.0,99648950.0575374
4092,URC.PS,2015-07-01,3.75521472953689,,,,8192008203.68938,262319502.018144,775953117.916759,2096436767.75377,235348388.804807,213052428.84487,,1734280146.6726,150113109.976678,,1245257204.56265,174678646.131205,,194540101.802804
4093,URC.PS,2016-07-01,3.92541559399361,,,,8563301699.71332,275380196.548818,841042754.775161,2425070675.49451,400430000.920771,250070078.436831,,2371457848.41542,148401488.608326,,1397536123.49036,144900722.578496,468301519.507495,117045211.584582
4094,URC.PS,2017-06-30,2.89543280818252,,,,6382002598.5117,,,,,,,,,,,,,
4095,URC.PS,2018-06-29,2.05551387874923,,,,4530685294.55913,216190540.660708,975497492.506553,2482118733.5215,299199541.709186,360804328.351042,,2954174910.4388,142384478.779157,,1628812696.34032,161509245.595504,664825067.290954,103337647.137683
4096,URC.PS,2019-07-01,2.96843395328639,,,,6542908940.7905,174917655.949619,997074531.732419,2428126436.28341,256208411.053936,317111813.512483,,2895668256.33696,131946116.813045,,1596935913.37907,164440007.016748,599525898.265676,161635192.96741
4097,URC.PS,2020-07-01,2.4728719470789,,,,5450610064.18166,188845430.380439,1154276748.27246,2210832581.49188,412619160.434353,347011842.349457,,3329772751.68806,139856541.768013,0.0,1775926271.98421,173705723.949648,663433991.905232,248683931.293189
4098,URC.PS,2021-07-01,2.72018503406927,,,,5995728120.10653,216751736.202315,1356799111.60175,2282371953.05335,401830933.95126,383492071.589252,,3669963138.24203,146954316.792778,0.0,1921660171.77671,224617178.144265,410233588.481566,210849397.354718
4099,URC.PS,2022-07-01,1.88916096552975,,,,4119586162.81812,473707926.982515,1152467461.28653,2375372513.47381,342643450.598157,374316469.758776,,3009344419.98431,156538340.47774,8535786.06445744,2145930264.4244,268088089.575488,43833801.8827221,312113973.916454
